,t_stat,p_value_tstat,F_stat,p_value_fstat,mean_FG_sc,mean_RSF_sc,max_FG_sc,max_RSF_sc,SD_FG_Sc,SD_RSF_Sc,samples,seed
1141,-1.244199294,0.268570499,2.800086877,0.133642031,0.224538936,0.228522744,0.234212357,0.23478979,0.005145736,0.004067545,3000,54425
1142,1.208515203,0.280879833,0.280646102,0.958627687,0.224376001,0.223891334,0.227730381,0.225737663,0.002537672,0.001533509,3000,54425
1143,-0.413430456,0.696425163,0.383792678,0.907344998,0.223678734,0.224474674,0.227471819,0.227962962,0.002687274,0.002423509,3000,54425
1144,-0.195417484,0.852759281,0.287629463,0.955703986,0.229345277,0.228682069,0.238372059,0.234240495,0.005579103,0.00437415,3000,54425
1145,0.570339353,0.59312025,0.259261916,0.966990266,0.231565496,0.231381539,0.236233396,0.233869551,0.003270917,0.002275154,3000,54425
1146,0.190199234,0.856633972,0.289397023,0.954949452,0.227254427,0.227136443,0.230928728,0.231396232,0.002943517,0.002206133,3000,54425
1147,0.193402491,0.854254917,0.288993047,0.955122412,0.227930985,0.228021932,0.232504132,0.232337363,0.004070058,0.003918082,3000,54425
1148,-5.354515388,0.003052931,3.415019463,0.093783384,0.223607181,0.225854907,0.228544309,0.230167316,0.003334056,0.003262356,3000,54425
1149,0.988108708,0.368473125,0.333607427,0.934304665,0.22202817,0.222533409,0.225755009,0.227613782,0.003038361,0.00322846,3000,54425
1150,1.5519911,0.181366772,0.328915875,0.936647125,0.226450375,0.227052964,0.230332989,0.228316418,0.001902924,0.000831509,3000,54425
1151,-0.483805578,0.648968584,1.266837582,0.419447482,0.21784334,0.221980391,0.223215542,0.225812125,0.003836743,0.002497517,3000,54425
1152,-1.41647537,0.215812287,0.380460383,0.909232112,0.220484244,0.222569562,0.23060371,0.231464802,0.006529545,0.00669124,3000,54425
1153,0.024098443,0.981706265,0.417148128,0.887829592,0.228635229,0.227952333,0.234456699,0.232376258,0.003694248,0.002723984,3000,54425
1154,-2.076805748,0.092436401,0.445478551,0.87050148,0.224793284,0.226139691,0.229467441,0.231680145,0.003506927,0.003018172,3000,54425
1155,-0.327934626,0.756247839,0.298165846,0.951121484,0.226814947,0.227574064,0.229731866,0.231617826,0.002489674,0.002542037,3000,54425
1156,0.833464165,0.44256464,0.623317673,0.754881737,0.225160264,0.224048818,0.227353647,0.228219326,0.00181395,0.002851464,3000,54425
1157,-0.046548234,0.964675264,0.281805721,0.958148592,0.226413117,0.226841187,0.232981774,0.231322856,0.004651396,0.00342134,3000,54425
1158,0.364770769,0.730202808,0.269338423,0.963162892,0.231827193,0.232053092,0.236991513,0.236141484,0.003467703,0.002018558,3000,54425
1159,-2.995524227,0.03025449,0.742659923,0.678668451,0.227963812,0.229321968,0.231180928,0.23505313,0.003325601,0.004371985,3000,54425
1160,0.079209103,0.939938736,0.667817199,0.725972113,0.224707907,0.226559012,0.23166168,0.230437813,0.003879221,0.003138339,3000,54425
